"Venta de vehículos híbridos y eléctricos por entidad federativa"

"Año","Mes","Entidad Federativa","Unidades Vehiculares Eléctricas","Unidades Vehiculares Hibridas Plugin","Unidades Vehiculares Hibridas"
"2016","Enero","Aguascalientes",0,0,2
"2016","Enero","Baja California",0,0,1
"2016","Enero","Baja California Sur",0,0,1
"2016","Enero","Campeche",0,0,1
"2016","Enero","Coahuila de Zaragoza",0,0,1
"2016","Enero","Colima",0,1,0
"2016","Enero","Chiapas",0,0,1
"2016","Enero","Chihuahua",0,0,3
"2016","Enero","Ciudad de México",4,0,63
"2016","Enero","Durango",0,0,1
"2016","Enero","Guanajuato",0,0,5
"2016","Enero","Guerrero",0,0,0
"2016","Enero","Hidalgo",0,1,0
"2016","Enero","Jalisco",2,0,7
"2016","Enero","México",1,1,15
"2016","Enero","Michoacán de Ocampo",0,0,1
"2016","Enero","Morelos",0,0,1
"2016","Enero","Nayarit",0,0,0
"2016","Enero","Nuevo León",2,3,10
"2016","Enero","Oaxaca",0,0,1
"2016","Enero","Puebla",0,1,4
"2016","Enero","Querétaro de Árteaga",0,0,0
"2016","Enero","Quintana Roo",0,0,0
"2016","Enero","San Luis Potosí",0,0,0
"2016","Enero","Sinaloa",0,0,1
"2016","Enero","Sonora",0,0,1
"2016","Enero","Tabasco",0,0,0
"2016","Enero","Tamaulipas",0,0,0
"2016","Enero","Tlaxcala",0,0,3
"2016","Enero","Veracruz de Ignacio de la Llave",0,1,0
"2016","Enero","Yucatán",0,0,2
"2016","Enero","Zacatecas",0,0,0
"2016","Enero","No especificado",0,0,0
"2016","Febrero","Aguascalientes",0,0,2
"2016","Febrero","Baja California",0,0,0
"2016","Febrero","Baja California Sur",0,0,0
"2016","Febrero","Campeche",0,0,0
"2016","Febrero","Coahuila de Zaragoza",0,0,3
"2016","Febrero","Colima",0,3,0
"2016","Febrero","Chiapas",0,2,0
"2016","Febrero","Chihuahua",0,0,1
"2016","Febrero","Ciudad de México",7,0,36
"2016","Febrero","Durango",0,0,1
"2016","Febrero","Guanajuato",0,0,2
"2016","Febrero","Guerrero",0,0,0
"2016","Febrero","Hidalgo",0,3,0
"2016","Febrero","Jalisco",5,0,6
"2016","Febrero","México",0,0,6
"2016","Febrero","Michoacán de Ocampo",0,0,0
"2016","Febrero","Morelos",0,0,0
"2016","Febrero","Nayarit",0,0,0
"2016","Febrero","Nuevo León",0,2,28
"2016","Febrero","Oaxaca",0,0,1
"2016","Febrero","Puebla",0,0,2
"2016","Febrero","Querétaro de Árteaga",1,0,1
"2016","Febrero","Quintana Roo",0,2,0
"2016","Febrero","San Luis Potosí",0,0,2
"2016","Febrero","Sinaloa",0,0,1
"2016","Febrero","Sonora",1,0,0
"2016","Febrero","Tabasco",0,0,1
"2016","Febrero","Tamaulipas",0,0,0
"2016","Febrero","Tlaxcala",0,0,0
"2016","Febrero","Veracruz de Ignacio de la Llave",0,1,0
"2016","Febrero","Yucatán",0,0,1
"2016","Febrero","Zacatecas",0,0,0
"2016","Febrero","No especificado",0,0,0
"2016","Marzo","Aguascalientes",1,0,10
"2016","Marzo","Baja California",2,0,7
"2016","Marzo","Baja California Sur",0,0,3
"2016","Marzo","Campeche",0,0,2
"2016","Marzo","Coahuila de Zaragoza",2,0,6
"2016","Marzo","Colima",1,3,0
"2016","Marzo","Chiapas",0,1,1
"2016","Marzo","Chihuahua",0,0,14
"2016","Marzo","Ciudad de México",7,0,283
"2016","Marzo","Durango",1,0,6
"2016","Marzo","Guanajuato",2,0,14
"2016","Marzo","Guerrero",0,0,0
"2016","Marzo","Hidalgo",2,0,5
"2016","Marzo","Jalisco",4,0,30
"2016","Marzo","México",3,0,48
"2016","Marzo","Michoacán de Ocampo",2,0,2
"2016","Marzo","Morelos",0,0,3
"2016","Marzo","Nayarit",1,0,0
"2016","Marzo","Nuevo León",3,3,42
"2016","Marzo","Oaxaca",1,0,2
"2016","Marzo","Puebla",1,0,27
"2016","Marzo","Querétaro de Árteaga",0,0,14
"2016","Marzo","Quintana Roo",1,0,3
"2016","Marzo","San Luis Potosí",1,0,4
"2016","Marzo","Sinaloa",2,0,9
"2016","Marzo","Sonora",2,0,4
"2016","Marzo","Tabasco",0,0,2
"2016","Marzo","Tamaulipas",3,0,5
"2016","Marzo","Tlaxcala",1,0,5
"2016","Marzo","Veracruz de Ignacio de la Llave",3,0,20
"2016","Marzo","Yucatán",0,1,6
"2016","Marzo","Zacatecas",0,0,2
"2016","Marzo","No especificado",0,0,0
"2016","Abril","Aguascalientes",0,0,4
"2016","Abril","Baja California",0,0,4
"2016","Abril","Baja California Sur",0,0,2
"2016","Abril","Campeche",0,0,0
"2016","Abril","Coahuila de Zaragoza",0,1,6
"2016","Abril","Colima",0,0,5
"2016","Abril","Chiapas",0,0,2
"2016","Abril","Chihuahua",0,0,4
"2016","Abril","Ciudad de México",19,18,164
"2016","Abril","Durango",0,0,5
"2016","Abril","Guanajuato",0,0,11
"2016","Abril","Guerrero",0,0,1
"2016","Abril","Hidalgo",0,0,12
"2016","Abril","Jalisco",2,1,30
"2016","Abril","México",0,1,40
"2016","Abril","Michoacán de Ocampo",0,0,1
"2016","Abril","Morelos",1,0,6
"2016","Abril","Nayarit",-,-,-
"2016","Abril","Nuevo León",0,7,25
"2016","Abril","Oaxaca",0,0,3
"2016","Abril","Puebla",0,2,7
"2016","Abril","Querétaro de Árteaga",1,0,10
"2016","Abril","Quintana Roo",1,2,1
"2016","Abril","San Luis Potosí",0,0,5
"2016","Abril","Sinaloa",0,0,3
"2016","Abril","Sonora",0,0,5
"2016","Abril","Tabasco",0,0,0
"2016","Abril","Tamaulipas",0,0,5
"2016","Abril","Tlaxcala",0,0,1
"2016","Abril","Veracruz de Ignacio de la Llave",0,1,11
"2016","Abril","Yucatán",0,0,3
"2016","Abril","Zacatecas",-,-,-
"2016","Abril","No especificado",-,-,-
"2016","Mayo","Aguascalientes",0,0,3
"2016","Mayo","Baja California",0,0,1
"2016","Mayo","Baja California Sur",0,0,1
"2016","Mayo","Campeche",-,-,-
"2016","Mayo","Coahuila de Zaragoza",0,1,2
"2016","Mayo","Colima",0,0,3
"2016","Mayo","Chiapas",0,0,3
"2016","Mayo","Chihuahua",0,0,6
"2016","Mayo","Ciudad de México",11,10,143
"2016","Mayo","Durango",0,0,3
"2016","Mayo","Guanajuato",0,1,7
"2016","Mayo","Guerrero",0,0,1
"2016","Mayo","Hidalgo",0,0,4
"2016","Mayo","Jalisco",2,4,56
"2016","Mayo","México",1,1,44
"2016","Mayo","Michoacán de Ocampo",0,0,1
"2016","Mayo","Morelos",0,0,2
"2016","Mayo","Nayarit",-,-,-
"2016","Mayo","Nuevo León",1,2,20
"2016","Mayo","Oaxaca",0,0,3
"2016","Mayo","Puebla",0,1,59
"2016","Mayo","Querétaro de Árteaga",0,0,6
"2016","Mayo","Quintana Roo",0,0,2
"2016","Mayo","San Luis Potosí",0,0,13
"2016","Mayo","Sinaloa",0,0,2
"2016","Mayo","Sonora",0,0,2
"2016","Mayo","Tabasco",0,0,2
"2016","Mayo","Tamaulipas",0,0,3
"2016","Mayo","Tlaxcala",-,-,-
"2016","Mayo","Veracruz de Ignacio de la Llave",0,0,6
"2016","Mayo","Yucatán",0,1,2
"2016","Mayo","Zacatecas",-,-,-
"2016","Mayo","No especificado",-,-,-
"2016","Junio","Aguascalientes",0,0,17
"2016","Junio","Baja California",0,0,4
"2016","Junio","Baja California Sur",0,0,6
"2016","Junio","Campeche",0,0,2
"2016","Junio","Coahuila de Zaragoza",0,0,13
"2016","Junio","Colima",1,0,3
"2016","Junio","Chiapas",0,0,6
"2016","Junio","Chihuahua",0,0,9
"2016","Junio","Ciudad de México",16,20,407
"2016","Junio","Durango",0,0,9
"2016","Junio","Guanajuato",0,1,26
"2016","Junio","Guerrero",-,-,-
"2016","Junio","Hidalgo",0,0,7
"2016","Junio","Jalisco",3,6,128
"2016","Junio","México",5,1,145
"2016","Junio","Michoacán de Ocampo",1,0,6
"2016","Junio","Morelos",0,0,12
"2016","Junio","Nayarit",-,-,-
"2016","Junio","Nuevo León",0,3,65
"2016","Junio","Oaxaca",0,0,1
"2016","Junio","Puebla",1,1,37
"2016","Junio","Querétaro de Árteaga",2,0,11
"2016","Junio","Quintana Roo",0,1,4
"2016","Junio","San Luis Potosí",0,0,22
"2016","Junio","Sinaloa",0,0,12
"2016","Junio","Sonora",0,0,6
"2016","Junio","Tabasco",0,0,2
"2016","Junio","Tamaulipas",0,0,7
"2016","Junio","Tlaxcala",0,0,8
"2016","Junio","Veracruz de Ignacio de la Llave",0,0,26
"2016","Junio","Yucatán",0,0,6
"2016","Junio","Zacatecas",0,0,4
"2016","Junio","No especificado",-,-,-
"2016","Julio","Aguascalientes",0,0,11
"2016","Julio","Baja California",0,0,1
"2016","Julio","Baja California Sur",0,0,5
"2016","Julio","Campeche",0,0,1
"2016","Julio","Coahuila de Zaragoza",0,0,14
"2016","Julio","Colima",0,0,7
"2016","Julio","Chiapas",0,0,3
"2016","Julio","Chihuahua",0,0,3
"2016","Julio","Ciudad de México",13,17,376
"2016","Julio","Durango",0,0,7
"2016","Julio","Guanajuato",0,0,15
"2016","Julio","Guerrero",-,-,-
"2016","Julio","Hidalgo",0,0,11
"2016","Julio","Jalisco",2,2,64
"2016","Julio","México",1,0,122
"2016","Julio","Michoacán de Ocampo",0,0,5
"2016","Julio","Morelos",0,0,8
"2016","Julio","Nayarit",-,-,-
"2016","Julio","Nuevo León",3,1,61
"2016","Julio","Oaxaca",0,0,5
"2016","Julio","Puebla",1,0,39
"2016","Julio","Querétaro de Árteaga",0,0,25
"2016","Julio","Quintana Roo",0,0,5
"2016","Julio","San Luis Potosí",0,0,10
"2016","Julio","Sinaloa",0,0,9
"2016","Julio","Sonora",0,0,9
"2016","Julio","Tabasco",0,0,3
"2016","Julio","Tamaulipas",0,0,5
"2016","Julio","Tlaxcala",0,0,4
"2016","Julio","Veracruz de Ignacio de la Llave",0,0,20
"2016","Julio","Yucatán",0,0,5
"2016","Julio","Zacatecas",0,0,1
"2016","Julio","No especificado",-,-,-
"2016","Agosto","Aguascalientes",0,0,3
"2016","Agosto","Baja California",0,0,8
"2016","Agosto","Baja California Sur",0,0,2
"2016","Agosto","Campeche",0,0,2
"2016","Agosto","Coahuila de Zaragoza",0,0,13
"2016","Agosto","Colima",0,0,3
"2016","Agosto","Chiapas",0,0,3
"2016","Agosto","Chihuahua",0,0,7
"2016","Agosto","Ciudad de México",10,30,364
"2016","Agosto","Durango",0,0,5
"2016","Agosto","Guanajuato",0,0,21
"2016","Agosto","Guerrero",0,0,5
"2016","Agosto","Hidalgo",0,0,15
"2016","Agosto","Jalisco",1,8,43
"2016","Agosto","México",0,2,158
"2016","Agosto","Michoacán de Ocampo",0,0,3
"2016","Agosto","Morelos",0,0,17
"2016","Agosto","Nayarit",0,0,1
"2016","Agosto","Nuevo León",0,6,54
"2016","Agosto","Oaxaca",0,0,3
"2016","Agosto","Puebla",0,1,15
"2016","Agosto","Querétaro de Árteaga",0,1,25
"2016","Agosto","Quintana Roo",0,0,0
"2016","Agosto","San Luis Potosí",0,0,8
"2016","Agosto","Sinaloa",0,0,13
"2016","Agosto","Sonora",0,0,2
"2016","Agosto","Tabasco",0,0,1
"2016","Agosto","Tamaulipas",0,0,5
"2016","Agosto","Tlaxcala",0,0,1
"2016","Agosto","Veracruz de Ignacio de la Llave",0,1,24
"2016","Agosto","Yucatán",0,0,7
"2016","Agosto","Zacatecas",0,0,2
"2016","Agosto","No especificado",-,-,-
"2016","Septiembre","Aguascalientes",0,0,7
"2016","Septiembre","Baja California",1,0,7
"2016","Septiembre","Baja California Sur",0,0,4
"2016","Septiembre","Campeche",-,-,-
"2016","Septiembre","Coahuila de Zaragoza",0,0,5
"2016","Septiembre","Colima",0,0,3
"2016","Septiembre","Chiapas",0,0,2
"2016","Septiembre","Chihuahua",0,0,8
"2016","Septiembre","Ciudad de México",4,49,463
"2016","Septiembre","Durango",0,0,2
"2016","Septiembre","Guanajuato",1,2,17
"2016","Septiembre","Guerrero",-,-,-
"2016","Septiembre","Hidalgo",0,0,9
"2016","Septiembre","Jalisco",1,9,28
"2016","Septiembre","México",0,5,89
"2016","Septiembre","Michoacán de Ocampo",0,0,3
"2016","Septiembre","Morelos",0,1,11
"2016","Septiembre","Nayarit",-,-,-
"2016","Septiembre","Nuevo León",0,6,27
"2016","Septiembre","Oaxaca",1,0,1
"2016","Septiembre","Puebla",0,4,20
"2016","Septiembre","Querétaro de Árteaga",0,3,16
"2016","Septiembre","Quintana Roo",0,0,19
"2016","Septiembre","San Luis Potosí",1,0,2
"2016","Septiembre","Sinaloa",0,0,11
"2016","Septiembre","Sonora",0,0,6
"2016","Septiembre","Tabasco",0,0,2
"2016","Septiembre","Tamaulipas",0,0,4
"2016","Septiembre","Tlaxcala",0,0,2
"2016","Septiembre","Veracruz de Ignacio de la Llave",0,0,12
"2016","Septiembre","Yucatán",0,0,5
"2016","Septiembre","Zacatecas",0,0,2
"2016","Septiembre","No especificado",-,-,-
"2016","Octubre","Aguascalientes",0,0,2
"2016","Octubre","Baja California",0,0,6
"2016","Octubre","Baja California Sur",0,0,2
"2016","Octubre","Campeche",-,-,-
"2016","Octubre","Coahuila de Zaragoza",0,1,5
"2016","Octubre","Colima",0,0,2
"2016","Octubre","Chiapas",0,0,3
"2016","Octubre","Chihuahua",0,0,7
"2016","Octubre","Ciudad de México",17,39,304
"2016","Octubre","Durango",0,0,3
"2016","Octubre","Guanajuato",0,3,10
"2016","Octubre","Guerrero",0,0,1
"2016","Octubre","Hidalgo",0,0,14
"2016","Octubre","Jalisco",20,5,28
"2016","Octubre","México",1,5,96
"2016","Octubre","Michoacán de Ocampo",0,0,5
"2016","Octubre","Morelos",0,1,5
"2016","Octubre","Nayarit",-,-,-
"2016","Octubre","Nuevo León",3,6,41
"2016","Octubre","Oaxaca",0,0,5
"2016","Octubre","Puebla",0,2,14
"2016","Octubre","Querétaro de Árteaga",0,1,19
"2016","Octubre","Quintana Roo",0,1,4
"2016","Octubre","San Luis Potosí",0,4,2
"2016","Octubre","Sinaloa",0,0,7
"2016","Octubre","Sonora",0,0,5
"2016","Octubre","Tabasco",0,0,2
"2016","Octubre","Tamaulipas",0,0,7
"2016","Octubre","Tlaxcala",-,-,-
"2016","Octubre","Veracruz de Ignacio de la Llave",0,0,17
"2016","Octubre","Yucatán",0,0,3
"2016","Octubre","Zacatecas",0,0,4
"2016","Octubre","No especificado",-,-,-
"2016","Noviembre","Aguascalientes",0,0,4
"2016","Noviembre","Baja California",0,0,2
"2016","Noviembre","Baja California Sur",0,0,4
"2016","Noviembre","Campeche",0,0,4
"2016","Noviembre","Coahuila de Zaragoza",0,1,10
"2016","Noviembre","Colima",0,0,2
"2016","Noviembre","Chiapas",0,0,1
"2016","Noviembre","Chihuahua",0,0,6
"2016","Noviembre","Ciudad de México",6,46,370
"2016","Noviembre","Durango",0,0,3
"2016","Noviembre","Guanajuato",0,0,14
"2016","Noviembre","Guerrero",0,0,1
"2016","Noviembre","Hidalgo",0,0,8
"2016","Noviembre","Jalisco",8,6,51
"2016","Noviembre","México",2,1,135
"2016","Noviembre","Michoacán de Ocampo",0,0,3
"2016","Noviembre","Morelos",0,3,7
"2016","Noviembre","Nayarit",0,0,2
"2016","Noviembre","Nuevo León",4,16,65
"2016","Noviembre","Oaxaca",0,0,5
"2016","Noviembre","Puebla",0,4,14
"2016","Noviembre","Querétaro de Árteaga",0,2,17
"2016","Noviembre","Quintana Roo",0,1,4
"2016","Noviembre","San Luis Potosí",0,3,8
"2016","Noviembre","Sinaloa",0,0,8
"2016","Noviembre","Sonora",0,0,9
"2016","Noviembre","Tabasco",0,0,0
"2016","Noviembre","Tamaulipas",0,0,38
"2016","Noviembre","Tlaxcala",0,0,3
"2016","Noviembre","Veracruz de Ignacio de la Llave",0,1,18
"2016","Noviembre","Yucatán",0,0,5
"2016","Noviembre","Zacatecas",0,0,3
"2016","Noviembre","No especificado",-,-,-
"2016","Diciembre","Aguascalientes",0,0,2
"2016","Diciembre","Baja California",0,0,10
"2016","Diciembre","Baja California Sur",0,0,2
"2016","Diciembre","Campeche",0,0,2
"2016","Diciembre","Coahuila de Zaragoza",0,1,16
"2016","Diciembre","Colima",0,0,0
"2016","Diciembre","Chiapas",0,0,4
"2016","Diciembre","Chihuahua",0,0,13
"2016","Diciembre","Ciudad de México",13,55,454
"2016","Diciembre","Durango",0,0,6
"2016","Diciembre","Guanajuato",0,3,30
"2016","Diciembre","Guerrero",0,0,4
"2016","Diciembre","Hidalgo",0,0,13
"2016","Diciembre","Jalisco",1,10,51
"2016","Diciembre","México",0,7,131
"2016","Diciembre","Michoacán de Ocampo",0,1,5
"2016","Diciembre","Morelos",0,6,9
"2016","Diciembre","Nayarit",0,0,1
"2016","Diciembre","Nuevo León",0,11,50
"2016","Diciembre","Oaxaca",0,0,8
"2016","Diciembre","Puebla",0,5,38
"2016","Diciembre","Querétaro de Árteaga",0,1,20
"2016","Diciembre","Quintana Roo",0,3,11
"2016","Diciembre","San Luis Potosí",0,1,12
"2016","Diciembre","Sinaloa",0,0,19
"2016","Diciembre","Sonora",0,0,10
"2016","Diciembre","Tabasco",0,0,3
"2016","Diciembre","Tamaulipas",0,0,28
"2016","Diciembre","Tlaxcala",0,0,3
"2016","Diciembre","Veracruz de Ignacio de la Llave",0,0,16
"2016","Diciembre","Yucatán",2,1,9
"2016","Diciembre","Zacatecas",0,0,4
"2016","Diciembre","No especificado",-,-,-
"2017","Enero","Aguascalientes",0,0,3
"2017","Enero","Baja California",0,0,9
"2017","Enero","Baja California Sur",0,0,2
"2017","Enero","Campeche",0,0,1
"2017","Enero","Coahuila de Zaragoza",0,0,9
"2017","Enero","Colima",0,0,3
"2017","Enero","Chiapas",0,0,2
"2017","Enero","Chihuahua",0,0,4
"2017","Enero","Ciudad de México",8,63,182
"2017","Enero","Durango",0,0,7
"2017","Enero","Guanajuato",0,1,13
"2017","Enero","Guerrero",0,0,1
"2017","Enero","Hidalgo",0,1,5
"2017","Enero","Jalisco",15,6,21
"2017","Enero","México",2,5,81
"2017","Enero","Michoacán de Ocampo",0,1,8
"2017","Enero","Morelos",0,4,9
"2017","Enero","Nayarit",0,0,0
"2017","Enero","Nuevo León",1,6,16
"2017","Enero","Oaxaca",0,0,12
"2017","Enero","Puebla",0,3,17
"2017","Enero","Querétaro de Árteaga",0,2,15
"2017","Enero","Quintana Roo",0,2,3
"2017","Enero","San Luis Potosí",0,3,5
"2017","Enero","Sinaloa",0,0,14
"2017","Enero","Sonora",0,0,6
"2017","Enero","Tabasco",0,0,3
"2017","Enero","Tamaulipas",0,0,5
"2017","Enero","Tlaxcala",0,0,0
"2017","Enero","Veracruz de Ignacio de la Llave",0,0,10
"2017","Enero","Yucatán",0,0,5
"2017","Enero","Zacatecas",0,0,3
"2017","Enero","No especificado",-,-,-
"2017","Febrero","Aguascalientes",0,0,6
"2017","Febrero","Baja California",1,0,9
"2017","Febrero","Baja California Sur",0,0,1
"2017","Febrero","Campeche",0,0,2
"2017","Febrero","Coahuila de Zaragoza",1,0,10
"2017","Febrero","Colima",0,0,5
"2017","Febrero","Chiapas",0,0,5
"2017","Febrero","Chihuahua",0,0,9
"2017","Febrero","Ciudad de México",13,56,234
"2017","Febrero","Durango",0,0,3
"2017","Febrero","Guanajuato",0,2,13
"2017","Febrero","Guerrero",0,0,0
"2017","Febrero","Hidalgo",0,0,1
"2017","Febrero","Jalisco",3,4,29
"2017","Febrero","México",2,0,124
"2017","Febrero","Michoacán de Ocampo",0,2,17
"2017","Febrero","Morelos",1,4,10
"2017","Febrero","Nayarit",0,0,0
"2017","Febrero","Nuevo León",2,10,32
"2017","Febrero","Oaxaca",0,0,16
"2017","Febrero","Puebla",1,4,18
"2017","Febrero","Querétaro de Árteaga",1,3,12
"2017","Febrero","Quintana Roo",0,3,6
"2017","Febrero","San Luis Potosí",0,0,12
"2017","Febrero","Sinaloa",1,0,18
"2017","Febrero","Sonora",0,1,7
"2017","Febrero","Tabasco",0,0,1
"2017","Febrero","Tamaulipas",0,0,3
"2017","Febrero","Tlaxcala",0,0,3
"2017","Febrero","Veracruz de Ignacio de la Llave",0,1,15
"2017","Febrero","Yucatán",0,0,7
"2017","Febrero","Zacatecas",0,0,6
"2017","Febrero","No especificado",-,-,-
"2017","Marzo","Aguascalientes",0,0,5
"2017","Marzo","Baja California",0,0,6
"2017","Marzo","Baja California Sur",0,0,3
"2017","Marzo","Campeche",0,0,4
"2017","Marzo","Coahuila de Zaragoza",0,0,10
"2017","Marzo","Colima",0,0,14
"2017","Marzo","Chiapas",0,0,8
"2017","Marzo","Chihuahua",0,0,11
"2017","Marzo","Ciudad de México",10,67,419
"2017","Marzo","Durango",0,0,2
"2017","Marzo","Guanajuato",3,4,19
"2017","Marzo","Guerrero",0,0,5
"2017","Marzo","Hidalgo",0,0,12
"2017","Marzo","Jalisco",1,7,61
"2017","Marzo","México",1,2,175
"2017","Marzo","Michoacán de Ocampo",0,1,32
"2017","Marzo","Morelos",0,3,16
"2017","Marzo","Nayarit",0,0,0
"2017","Marzo","Nuevo León",1,6,43
"2017","Marzo","Oaxaca",0,0,31
"2017","Marzo","Puebla",0,6,30
"2017","Marzo","Querétaro de Árteaga",1,0,24
"2017","Marzo","Quintana Roo",0,0,7
"2017","Marzo","San Luis Potosí",1,0,15
"2017","Marzo","Sinaloa",0,0,18
"2017","Marzo","Sonora",0,0,11
"2017","Marzo","Tabasco",0,0,1
"2017","Marzo","Tamaulipas",0,0,9
"2017","Marzo","Tlaxcala",0,0,4
"2017","Marzo","Veracruz de Ignacio de la Llave",0,0,19
"2017","Marzo","Yucatán",0,0,10
"2017","Marzo","Zacatecas",0,0,2
"2017","Marzo","No especificado",-,-,-
"2017","Abril","Aguascalientes",0,0,4
"2017","Abril","Baja California",0,0,9
"2017","Abril","Baja California Sur",0,0,4
"2017","Abril","Campeche",0,0,2
"2017","Abril","Coahuila de Zaragoza",0,0,4
"2017","Abril","Colima",0,0,3
"2017","Abril","Chiapas",0,0,4
"2017","Abril","Chihuahua",0,0,13
"2017","Abril","Ciudad de México",12,45,365
"2017","Abril","Durango",0,0,2
"2017","Abril","Guanajuato",0,2,18
"2017","Abril","Guerrero",0,0,2
"2017","Abril","Hidalgo",0,0,7
"2017","Abril","Jalisco",1,1,57
"2017","Abril","México",2,2,123
"2017","Abril","Michoacán de Ocampo",0,0,30
"2017","Abril","Morelos",0,4,13
"2017","Abril","Nayarit",0,0,0
"2017","Abril","Nuevo León",2,3,31
"2017","Abril","Oaxaca",0,0,24
"2017","Abril","Puebla",2,0,24
"2017","Abril","Querétaro de Árteaga",1,2,22
"2017","Abril","Quintana Roo",0,3,4
"2017","Abril","San Luis Potosí",0,1,10
"2017","Abril","Sinaloa",1,0,13
"2017","Abril","Sonora",0,0,7
"2017","Abril","Tabasco",0,0,3
"2017","Abril","Tamaulipas",1,0,4
"2017","Abril","Tlaxcala",0,0,1
"2017","Abril","Veracruz de Ignacio de la Llave",0,0,18
"2017","Abril","Yucatán",0,0,8
"2017","Abril","Zacatecas",0,0,2
"2017","Abril","No especificado",-,-,-
"2017","Mayo","Aguascalientes",0,0,7
"2017","Mayo","Baja California",3,0,3
"2017","Mayo","Baja California Sur",0,0,1
"2017","Mayo","Campeche",0,0,0
"2017","Mayo","Coahuila de Zaragoza",0,0,10
"2017","Mayo","Colima",0,0,5
"2017","Mayo","Chiapas",0,0,0
"2017","Mayo","Chihuahua",0,0,5
"2017","Mayo","Ciudad de México",12,40,307
"2017","Mayo","Durango",0,0,2
"2017","Mayo","Guanajuato",1,0,11
"2017","Mayo","Guerrero",0,0,5
"2017","Mayo","Hidalgo",0,0,7
"2017","Mayo","Jalisco",0,4,107
"2017","Mayo","México",1,10,107
"2017","Mayo","Michoacán de Ocampo",0,0,29
"2017","Mayo","Morelos",0,3,6
"2017","Mayo","Nayarit",0,0,0
"2017","Mayo","Nuevo León",2,9,33
"2017","Mayo","Oaxaca",0,0,16
"2017","Mayo","Puebla",0,1,13
"2017","Mayo","Querétaro de Árteaga",0,3,16
"2017","Mayo","Quintana Roo",0,1,2
"2017","Mayo","San Luis Potosí",0,0,1
"2017","Mayo","Sinaloa",0,0,9
"2017","Mayo","Sonora",0,0,5
"2017","Mayo","Tabasco",0,0,5
"2017","Mayo","Tamaulipas",0,0,6
"2017","Mayo","Tlaxcala",0,0,4
"2017","Mayo","Veracruz de Ignacio de la Llave",0,0,23
"2017","Mayo","Yucatán",0,0,10
"2017","Mayo","Zacatecas",0,0,0
"2017","Mayo","No especificado",-,-,-
"2017","Junio","Aguascalientes",0,0,5
"2017","Junio","Baja California",0,0,4
"2017","Junio","Baja California Sur",0,0,3
"2017","Junio","Campeche",0,0,0
"2017","Junio","Coahuila de Zaragoza",0,1,13
"2017","Junio","Colima",0,0,5
"2017","Junio","Chiapas",0,0,1
"2017","Junio","Chihuahua",0,0,9
"2017","Junio","Ciudad de México",10,47,316
"2017","Junio","Durango",0,0,3
"2017","Junio","Guanajuato",0,0,14
"2017","Junio","Guerrero",0,0,4
"2017","Junio","Hidalgo",0,0,8
"2017","Junio","Jalisco",0,6,41
"2017","Junio","México",0,2,124
"2017","Junio","Michoacán de Ocampo",0,0,8
"2017","Junio","Morelos",0,3,10
"2017","Junio","Nayarit",0,0,1
"2017","Junio","Nuevo León",1,6,39
"2017","Junio","Oaxaca",0,0,8
"2017","Junio","Puebla",0,2,18
"2017","Junio","Querétaro de Árteaga",0,4,9
"2017","Junio","Quintana Roo",0,1,8
"2017","Junio","San Luis Potosí",0,3,5
"2017","Junio","Sinaloa",0,0,11
"2017","Junio","Sonora",0,1,7
"2017","Junio","Tabasco",0,0,1
"2017","Junio","Tamaulipas",0,0,6
"2017","Junio","Tlaxcala",0,0,4
"2017","Junio","Veracruz de Ignacio de la Llave",0,1,11
"2017","Junio","Yucatán",0,0,6
"2017","Junio","Zacatecas",0,0,1
"2017","Junio","No especificado",-,-,-
"2017","Julio","Aguascalientes",0,0,0
"2017","Julio","Baja California",0,0,6
"2017","Julio","Baja California Sur",0,0,2
"2017","Julio","Campeche",0,0,1
"2017","Julio","Coahuila de Zaragoza",0,0,8
"2017","Julio","Colima",0,0,1
"2017","Julio","Chiapas",0,0,5
"2017","Julio","Chihuahua",0,0,6
"2017","Julio","Ciudad de México",9,30,229
"2017","Julio","Durango",0,0,2
"2017","Julio","Guanajuato",1,0,16
"2017","Julio","Guerrero",0,0,2
"2017","Julio","Hidalgo",0,0,3
"2017","Julio","Jalisco",1,3,45
"2017","Julio","México",1,4,61
"2017","Julio","Michoacán de Ocampo",0,2,36
"2017","Julio","Morelos",0,4,15
"2017","Julio","Nayarit",0,0,0
"2017","Julio","Nuevo León",0,7,47
"2017","Julio","Oaxaca",0,0,22
"2017","Julio","Puebla",0,3,17
"2017","Julio","Querétaro de Árteaga",0,1,15
"2017","Julio","Quintana Roo",0,0,4
"2017","Julio","San Luis Potosí",0,0,8
"2017","Julio","Sinaloa",0,0,15
"2017","Julio","Sonora",0,0,7
"2017","Julio","Tabasco",0,0,6
"2017","Julio","Tamaulipas",0,0,7
"2017","Julio","Tlaxcala",0,0,1
"2017","Julio","Veracruz de Ignacio de la Llave",0,0,13
"2017","Julio","Yucatán",0,0,4
"2017","Julio","Zacatecas",0,0,3
"2017","Julio","No especificado",-,-,-
"2017","Agosto","Aguascalientes",0,0,9
"2017","Agosto","Baja California",1,0,8
"2017","Agosto","Baja California Sur",0,0,1
"2017","Agosto","Campeche",0,0,1
"2017","Agosto","Coahuila de Zaragoza",0,0,16
"2017","Agosto","Colima",0,0,3
"2017","Agosto","Chiapas",0,0,3
"2017","Agosto","Chihuahua",0,0,6
